9123;100 FEET FROM S. HARRISON AVE (SR1652);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-08-24 22:01:29+00:00;2013
9127;256 FEET FROM 100 HEMPSTEAD CT (PVA);SMOOTH ASPHALT;DRY;UNKNOWN;CLEAR;2013-08-24 13:29:50+00:00;2013
9129;CARY;COARSE ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2013-08-26 01:27:53+00:00;2013
9136;CARY;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2013-08-25 02:16:00+00:00;2013
9137;15 FEET FROM MEETING ST;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-08-24 08:43:28+00:00;2013
9148;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-08-26 18:06:30+00:00;2013
9150;CARY;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2013-08-26 17:12:25+00:00;2013
9153;.1 MILES FROM 103 SW MAYNARD RD (SR#1415);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2013-08-24 06:17:37+00:00;2013
9159;.5 MILES FROM WALNUT ST;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-08-26 21:04:48+00:00;2013
9171;CARY;;;;CLOUDY;2013-04-17 12:04:02+00:00;2013
9176;200 FEET FROM 11555 GREEN LEVEL CHURCH RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-08-27 21:24:11+00:00;2013
9178;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-08-27 12:36:56+00:00;2013
9195;300 FEET FROM GRANDE HEIGHTS;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2013-08-29 00:03:27+00:00;2013
9197;.3 MILES FROM 2010 KILDAIRE FARM RD(PVA);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-08-23 18:11:54+00:00;2013
9198;.25 MILES FROM MORRIS. CARP. RD. 3014;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-08-28 17:19:31+00:00;2013
9206;CARY;;;;CLOUDY;2013-08-22 10:56:40+00:00;2013
9207;100 FEET FROM SW CARY PKWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-08-29 19:33:36+00:00;2013
9211;800 FEET FROM PVA (1200 CRESCENT GREEN);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-08-29 21:46:54+00:00;2013
9214;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-08-29 22:15:28+00:00;2013
9215;1.5 MILES FROM US 1 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-08-29 21:42:02+00:00;2013
9219;CARY;;;;CLOUDY;2013-08-22 13:38:51+00:00;2013
9222;200 FEET FROM N HARRISON AVE;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-08-30 12:19:11+00:00;2013
9246;.25 MILES FROM US 1 HWY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2013-09-01 07:47:31+00:00;2013
9247;87 FEET FROM RICHARD DR (3005);SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;CLOUDY;2013-09-02 06:33:51+00:00;2013
9248;200 FEET FROM US 64;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-08-31 19:00:39+00:00;2013
9251;.25 MILES FROM US-64;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-09-01 14:00:00+00:00;2013
9268;300 FEET FROM HAMPTON VALLEY RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-09-03 19:39:18+00:00;2013
9269;200 FEET FROM 638 WALNUT ST;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-09-04 12:09:53+00:00;2013
9274;350 FEET FROM PVA (1208 COLLINGTON DR);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2013-09-03 21:03:03+00:00;2013
9282;196 FEET FROM WALNUT ST;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-08-27 21:43:05+00:00;2013
9291;CARY;SMOOTH ASPHALT;DRY;DARK - ROADWAY NOT LIGHTED;CLEAR;2013-09-05 02:10:00+00:00;2013
9297;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-09-06 11:41:53+00:00;2013
9318;.25 MILES FROM SW MAYNARD RD;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2013-09-08 03:17:00+00:00;2013
9328;400 FEET FROM 10140 GREEN LEVEL CHURCH RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-09-08 16:19:00+00:00;2013
9329;10 FEET FROM SR 3977 (SE CARY PKY);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-09-04 15:34:00+00:00;2013
9334;200 FEET FROM CROSSROADS BLVD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-09-08 11:33:45+00:00;2013
9337;75 FEET FROM 930 REEDY CREEK RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-09-09 17:22:09+00:00;2013
9341;200 FEET FROM OLD APEX RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-09-10 21:18:34+00:00;2013
9342;0.25 MILES FROM 1105 WALNUT ST;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-09-10 22:07:31+00:00;2013
9344;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-09-10 15:12:00+00:00;2013
9347;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-09-10 21:02:23+00:00;2013
9353;5 FEET FROM E CHATHAM ST;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-09-12 00:27:45+00:00;2013
9360;.1 MILES FROM JONES FRANKLIN RD (SR-5039);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-09-11 13:07:35+00:00;2013
9365;80 FEET FROM PARKTOP DR;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2013-09-12 13:27:18+00:00;2013
9374;.2 MILES FROM PVA (1335 KILDAIRE FARM RD);SMOOTH ASPHALT;WET;DUSK;RAIN;2013-09-13 01:03:48+00:00;2013
9384;370 FEET FROM HIGH HOUSE RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-09-14 12:32:47+00:00;2013
9391;267 FEET FROM 1904 NW MAYNARD RD (PVA);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-09-15 14:07:00+00:00;2013
9400;5 FEET FROM E CHATHAM ST SR 1011;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-09-12 17:47:59+00:00;2013
9411;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-09-15 16:56:00+00:00;2013
9417;27 FEET FROM WESTON PARKWAY (SR 3090);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-09-16 10:39:15+00:00;2013
9422;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-09-16 15:17:00+00:00;2013
9426;10 FEET FROM SW MAYNARD RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-09-17 21:14:36+00:00;2013
9435;460 FEET FROM NW CARY PKWY SR 3112;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-09-13 19:36:03+00:00;2013
9436;NEAR .2 MILES S OF S NC HWY 55;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-09-13 20:22:46+00:00;2013
9437;100 FEET FROM 4244 NW CARY PKY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-09-13 23:18:29+00:00;2013
9439;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-09-18 14:29:00+00:00;2013
9443;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-09-17 20:24:04+00:00;2013
9456;0 FEET FROM NC 55 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-09-20 02:16:00+00:00;2013
9458;500 FEET FROM SE MAYNARD RD (SR 1415);SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;RAIN;2013-09-20 11:31:42+00:00;2013
9463;30 FEET FROM REGENCY PKWY;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2013-09-20 12:06:32+00:00;2013
9464;200 FEET FROM W CHATHAM ST 1011;SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2013-09-20 14:44:00+00:00;2013
9467;250 FEET FROM PVA 2840 NC 55 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-09-22 17:32:04+00:00;2013
9468;250 FEET FROM CHAPEL HILL RD/NC 54;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2013-09-21 21:17:43+00:00;2013
9473;250 FEET FROM WALNUT ST;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2013-09-20 20:12:44+00:00;2013
9476;30 FEET FROM KILDAIRE FARM RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2013-09-21 15:49:00+00:00;2013
9477;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-09-16 20:07:23+00:00;2013
9481;300 FEET FROM CASTALIA DR;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2013-09-20 06:26:35+00:00;2013
9483;CARY;COARSE ASPHALT;DRY;DAYLIGHT;CLOUDY;2013-09-21 19:54:40+00:00;2013
9487;30 FEET FROM CHAPEL HILL RD (SR3081);SMOOTH ASPHALT;WET;DUSK;RAIN;2013-09-22 03:19:00+00:00;2013
9488;.50 MILES FROM WALNUT ST.;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2013-09-22 13:56:56+00:00;2013
9494;.5 MILES FROM US 1;CONCRETE;WET;DARK - LIGHTED ROADWAY;RAIN;2013-09-22 09:08:28+00:00;2013
9496;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-09-23 23:00:46+00:00;2013
9499;25 FEET FROM NC 55 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-09-24 11:37:20+00:00;2013
9500;25 FEET FROM NC 55 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-09-24 12:44:25+00:00;2013
9509;.25 MILES FROM 3200 GATEWAY CENTRE BLVD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-09-24 21:20:58+00:00;2013
9514;10 FEET FROM HIGH HOUSE RD 1643;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-09-24 19:41:34+00:00;2013
9515;0.03 MILES FROM US 1 HWY;CONCRETE;DRY;DAYLIGHT;CLEAR;2013-09-24 11:30:11+00:00;2013
9517;490 FEET FROM E. DYNASTY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-09-25 16:23:00+00:00;2013
9518;50 FEET FROM PVA (4000 ROYAL BIRKDALE DR);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-09-24 19:59:55+00:00;2013
9521;.2 MILES FROM CHAPEL HILL RD;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2013-09-26 00:39:09+00:00;2013
9523;.2 MILES FROM PVA (CROSSROADS BLVD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2013-09-25 20:08:52+00:00;2013
9528;150 FEET FROM PVA OF 98 CORNERSTONE DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2013-09-25 17:57:16+00:00;2013
9531;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-09-26 13:06:34+00:00;2013
9533;150 FEET FROM PVA AT 2010 KILDAIRE FARM RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-09-26 16:55:00+00:00;2013
9534;100 FEET FROM KILDAIRE FARM RD (SR 1300);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-09-26 22:40:49+00:00;2013
9536;.2 MILES FROM PVA 1510 N HARRISON AVE;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-09-26 19:16:53+00:00;2013
10551;200 FEET FROM PVA-1040-601 TRYON VILLAGE DR.;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2013-12-13 00:32:52+00:00;2013
10560;490 FEET FROM PVA 300 PRESTONWOOD PKWY;SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;RAIN;2013-12-15 20:51:34+00:00;2013
10562;.20 MILES FROM OLD APEX RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-12-16 14:32:19+00:00;2013
10563;80 FEET FROM CAITBOO AVE;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-12-16 19:40:42+00:00;2013
10568;1 MILES FROM US 1 HWY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2013-12-16 23:25:07+00:00;2013
10569;100 FEET FROM WALNUT ST SR 1313;SMOOTH ASPHALT;DRY;DUSK;CLEAR;2013-12-16 22:24:36+00:00;2013
10573;0 FEET FROM SR 1300 (KILDAIRE FARM RD);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2013-12-13 01:42:31+00:00;2013
10587;.01 MILES FROM HIGH HOUSE RD (1615);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-12-18 18:51:18+00:00;2013
10589;150 FEET FROM PVA 5707 DILLARD DR;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2013-12-19 00:25:08+00:00;2013
10591;500 FEET FROM HARRISON I40 EB;SMOOTH ASPHALT;DRY;DARK - ROADWAY NOT LIGHTED;CLEAR;2013-12-18 23:21:49+00:00;2013
10593;150 FEET FROM MAPLE AVE;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-12-19 04:12:00+00:00;2013
10595;200 FEET FROM BASS PRO LN;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-12-17 19:12:48+00:00;2013
10597;150 FEET FROM (PVA) 307 COLONADES WAY;SMOOTH ASPHALT;DRY;DUSK;CLEAR;2013-12-18 20:37:11+00:00;2013
10598;100 FEET FROM 973 N HARRISON AV (PVA);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-12-18 20:18:10+00:00;2013
10601;.03 MILES FROM (SR 1315) BUCK JONES RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-12-13 18:17:06+00:00;2013
10609;400 FEET FROM ROLAND GLEN RD;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2013-12-19 01:29:38+00:00;2013
10616;0 FEET FROM HAVENSITE CT;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2013-12-19 22:40:11+00:00;2013
10622;300 FEET FROM PVA (1111 WALNUT ST);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-12-23 00:23:24+00:00;2013
10626;60 FEET FROM PVA 3490 KILDAIRE FARM RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-12-19 21:28:16+00:00;2013
10628;90 FEET FROM US 64 HWY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2013-12-19 22:57:43+00:00;2013
10630;5 FEET FROM IVY LN;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2013-12-20 22:42:04+00:00;2013
10631;50 FEET FROM 748 E CHATHAM ST;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2013-12-21 21:08:27+00:00;2013
10632;100 FEET FROM CHAPEL HILL RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-12-20 15:03:00+00:00;2013
10633;CARY;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2013-12-21 22:05:34+00:00;2013
10634;.3465 MILES FROM CARPENTER UPCHURCH RD SR#1617;SMOOTH ASPHALT;DRY;DARK - ROADWAY NOT LIGHTED;CLEAR;2013-12-22 00:08:16+00:00;2013
10635;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2013-12-22 04:01:00+00:00;2013
10642;400 FEET FROM CROSSROADS BLVD.;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-12-20 20:57:45+00:00;2013
10643;25 FEET FROM DAVIS DR SR# 1613;SMOOTH ASPHALT;DRY;DUSK;CLOUDY;2013-12-20 21:05:28+00:00;2013
10645;100 FEET FROM 1105 WALNUT ST (PVA);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-12-20 20:18:39+00:00;2013
10646;.3 MILES FROM US-1NB;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2013-12-20 23:59:47+00:00;2013
10647;5 FEET FROM W CHATHAM ST;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2013-12-20 23:26:35+00:00;2013
10652;100 FEET FROM (SR 1650) REEDY CREEK RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-12-21 12:59:52+00:00;2013
10662;.10 MILES FROM REEDY CREEK RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2013-12-22 19:03:57+00:00;2013
10675;CARY;;;;CLOUDY;2013-12-19 19:14:50+00:00;2013
10676;.10 MILES FROM PVA 1105 WALNUT ST;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-12-24 20:16:01+00:00;2013
10678;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-12-26 18:29:52+00:00;2013
10682;15 FEET FROM SE CARY PKWY (SR 3977);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2013-12-27 03:20:00+00:00;2013
10685;15 FEET FROM SR 1615 (HIGH HOUSE RD);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2013-12-24 23:11:37+00:00;2013
10686;5 FEET FROM (PVA) 1393 KILDAIRE FARM RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-12-20 18:55:43+00:00;2013
10689;CARY;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2013-12-23 17:54:00+00:00;2013
10694;450 FEET FROM NC 55 HWY;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2013-12-23 20:43:44+00:00;2013
10704;150 FEET FROM TRYON RD SR 1009;SMOOTH ASPHALT;WET;DARK - ROADWAY NOT LIGHTED;RAIN;2013-12-24 04:02:00+00:00;2013
10705;5 FEET FROM SW CARY PKWY SR#3977;SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;RAIN;2013-12-24 04:22:00+00:00;2013
10717;300 FEET FROM US 1 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-12-27 17:29:00+00:00;2013
10723;10 FEET FROM NC 55 HWY;SMOOTH ASPHALT;WET;DARK - ROADWAY NOT LIGHTED;RAIN;2013-12-23 22:50:45+00:00;2013
10727;75 FEET FROM US 1;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2013-12-29 15:10:00+00:00;2013
10734;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2013-12-29 01:18:08+00:00;2013
10735;100 FEET FROM NC 55 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-12-27 21:10:51+00:00;2013
10738;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-12-28 17:59:00+00:00;2013
10740;.24 MILES FROM US-1;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2013-12-29 16:37:00+00:00;2013
10743;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-12-30 16:34:00+00:00;2013
10745;1.50 MILES FROM US 1;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2013-12-29 16:46:00+00:00;2013
10748;CARY;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2013-12-30 21:32:15+00:00;2013
10752;125 FEET FROM MICHIGAN AV;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2013-12-30 01:29:52+00:00;2013
10757;300 FEET FROM PVA (1220 WALNUT ST);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2014-01-02 03:24:00+00:00;2014
10758;50 FEET FROM 1871 LAKE PINE DR;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2013-12-30 23:02:00+00:00;2013
10762;0 FEET FROM (SR 1300) KILDAIRE FARM RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2013-12-31 16:40:00+00:00;2013
10765;.1 MILES FROM SR 1652 (N HARRISON AVE);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2013-12-30 21:59:00+00:00;2013
10767;211 FEET FROM E DURHAM RD;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2014-01-02 21:24:24+00:00;2014
10769;115 FEET FROM SERENE FOREST DR;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2014-01-02 21:21:12+00:00;2014
10770;.1 MILES FROM EDGEMORE AVE;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2014-01-01 17:47:00+00:00;2014
10773;.1 MILES FROM 105 KEMPWOOD DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-12-31 19:11:04+00:00;2013
10775;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2014-01-03 22:26:10+00:00;2014
10782;.21 MILES FROM HIGH HOUSE RD (SR# 1615);SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;CLOUDY;2014-01-06 03:44:00+00:00;2014
10785;5 FEET FROM WALNUT ST-SR1313;SMOOTH ASPHALT;DRY;DARK - ROADWAY NOT LIGHTED;CLEAR;2014-01-04 02:18:10+00:00;2014
10789;475 FEET FROM 1105 WALNUT ST;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2014-01-05 03:35:00+00:00;2014
10790;.2 MILES FROM CARY TOWNE CENTER;COARSE ASPHALT;DRY;DUSK;CLEAR;2013-11-10 05:00:00+00:00;2013
10791;.10 MILES FROM PVA OF 8000 REGENCY PKWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-01-03 16:54:00+00:00;2014
10798;340 FEET FROM COLONADES WAY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-01-04 17:49:00+00:00;2014
10799;300 FEET FROM HIGH HOUSE RD (SR 1615);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2014-01-04 18:29:49+00:00;2014
10804;0 FEET FROM CHAPEL HILL RD (3081);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-01-03 21:28:09+00:00;2014
10805;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2014-01-03 22:10:03+00:00;2014
10815;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2014-01-06 23:26:00+00:00;2014
10817;75 FEET FROM (SR 1616) OLD APEX RD;SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2014-01-06 16:22:00+00:00;2014
10821;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-01-06 20:04:29+00:00;2014
10830;.2 MILES FROM WALNUT ST (SR 1313);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-01-07 20:32:26+00:00;2014
10844;.4 MILES FROM 1830 WALNUT ST;CONCRETE;DRY;DAYLIGHT;CLEAR;2014-01-08 15:49:00+00:00;2014
10845;.1 MILES FROM ALSTON AVE;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-01-08 14:01:09+00:00;2014
10850;50 FEET FROM HINMAN LN;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-01-08 17:49:00+00:00;2014
10860;300 FEET FROM US-1 N ON-RAMP;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2014-01-09 00:55:43+00:00;2014
10865;.3 MILES FROM US 64 E;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2014-01-10 16:52:00+00:00;2014
10868;10 FEET FROM HIGH HOUSE RD;SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2014-01-10 18:03:23+00:00;2014
10874;250 FEET FROM US 64 HWY;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2014-01-10 20:41:09+00:00;2014
10878;1.5 MILES FROM US 1 HWY;SMOOTH ASPHALT;WATER (STANDING, MOVING);DARK - ROADWAY NOT LIGHTED;RAIN;2014-01-11 04:10:00+00:00;2014
10894;200 FEET FROM US 1 NB;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-01-13 19:56:08+00:00;2014
10896;.25 MILES FROM KILDAIRE FARM RD SR1300;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2014-01-12 14:44:41+00:00;2014
10897;CARY;SMOOTH ASPHALT;DRY;DUSK;CLEAR;2014-01-13 23:46:29+00:00;2014
10898;.2 MILES FROM (1313)WALNUT ST;COARSE ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2014-01-14 04:38:00+00:00;2014
10905;CARY;COARSE ASPHALT;WET;DAYLIGHT;RAIN;2014-01-14 16:41:00+00:00;2014
10914;0 FEET FROM NC 54 HWY;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2014-01-14 18:08:12+00:00;2014
10916;200 FEET FROM US 1 HWY (OFF RAMP);SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2014-01-16 12:19:47+00:00;2014
10925;100 FEET FROM NELSON RD;OTHER *;SAND, MUD, DIRT, GRAVEL;DAYLIGHT;CLEAR;2014-01-16 11:34:23+00:00;2014
10930;.1 MILES FROM WALNUT ST SR 1313;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-01-17 18:51:04+00:00;2014
10953;10 FEET FROM RALPH DR.;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-01-17 20:27:02+00:00;2014
10964;20 FEET FROM ACADEMY VIEW CT;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2014-01-20 03:09:00+00:00;2014
10978;0.03 MILES FROM (SR 3977) CARY PKWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-01-21 17:32:00+00:00;2014
10993;250 FEET FROM  P.V.A. HOME DEPOT 2031 WALNUT;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-01-23 17:03:00+00:00;2014
10994;100 FEET FROM 1021 N HARRISON AVE;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-01-23 17:35:00+00:00;2014
10995;610 FEET FROM NW MAYNARD RD ( NC 54 );SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-01-23 21:33:35+00:00;2014
10999;.3 MILES FROM E CHATHAM ST (SR 1011);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-01-23 23:30:08+00:00;2014
11002;.1 MILES FROM 200 WOODCREEK DR;CONCRETE;DRY;DAYLIGHT;CLEAR;2014-01-21 17:59:00+00:00;2014
11009;50 FEET FROM KILDAIRE FARM RD (SR1300);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-01-24 20:25:24+00:00;2014
